Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/dev/items?id=80dfb24b-2967-4db2-a64b-a6fa9f3a7a3c,1,0,59.86535499994261,59.86535499994261,59.86535499994261,59.86535499994261,69.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
DELETE,/dev/items?id=80e25c36-3fce-4a75-b5f2-e025dde6cc14,1,0,196.8308599999773,196.8308599999773,196.8308599999773,196.8308599999773,64.0,0.00837577179469376,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/dev/items?id=80e25c36-3fce-4a75-b5f2-e025dde6cc14,1,0,101.44293599989851,101.44293599989851,101.44293599989851,101.44293599989851,69.0,0.00837577179469376,0.0,100,100,100,100,100,100,100,100,100,100,100
DELETE,/dev/items?id=80f690d9-41c4-4c46-846e-d4004f12f883,1,0,63.163912000050004,63.163912000050004,63.163912000050004,63.163912000050004,64.0,0.00837577179469376,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/dev/items?id=80f690d9-41c4-4c46-846e-d4004f12f883,1,0,72.84375899996576,72.84375899996576,72.84375899996576,72.84375899996576,69.0,0.00837577179469376,0.0,73,73,73,73,73,73,73,73,73,73,73
DELETE,/dev/items?id=812717e3-d9c6-47b2-b51a-84196d8964a9,1,0,84.03569700010394,84.03569700010394,84.03569700010394,84.03569700010394,64.0,0.00837577179469376,0.0,84,84,84,84,84,84,84,84,84,84,84
GET,/dev/items?id=812717e3-d9c6-47b2-b51a-84196d8964a9,1,0,80.39283699997668,80.39283699997668,80.39283699997668,80.39283699997668,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=81e2f1c9-f9b2-4746-b3cc-3e15225923f5,1,0,56.36368199998287,56.36368199998287,56.36368199998287,56.36368199998287,64.0,0.00837577179469376,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/dev/items?id=81e2f1c9-f9b2-4746-b3cc-3e15225923f5,1,0,76.63783199996033,76.63783199996033,76.63783199996033,76.63783199996033,69.0,0.00837577179469376,0.0,77,77,77,77,77,77,77,77,77,77,77
DELETE,/dev/items?id=821985df-5fcb-48e3-a158-290488750640,1,0,55.72800200002348,55.72800200002348,55.72800200002348,55.72800200002348,64.0,0.00837577179469376,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/dev/items?id=821985df-5fcb-48e3-a158-290488750640,1,0,64.03184299995246,64.03184299995246,64.03184299995246,64.03184299995246,69.0,0.00837577179469376,0.0,64,64,64,64,64,64,64,64,64,64,64
DELETE,/dev/items?id=828ef883-cc59-4786-9d75-c9438c39851c,1,0,74.40977800001747,74.40977800001747,74.40977800001747,74.40977800001747,64.0,0.00837577179469376,0.0,74,74,74,74,74,74,74,74,74,74,74
GET,/dev/items?id=828ef883-cc59-4786-9d75-c9438c39851c,1,0,206.63831699994262,206.63831699994262,206.63831699994262,206.63831699994262,69.0,0.00837577179469376,0.0,210,210,210,210,210,210,210,210,210,210,210
DELETE,/dev/items?id=8403ba5d-2796-4127-a719-0d0354211e2d,1,0,60.27940500007389,60.27940500007389,60.27940500007389,60.27940500007389,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=8403ba5d-2796-4127-a719-0d0354211e2d,1,0,72.57103699998879,72.57103699998879,72.57103699998879,72.57103699998879,69.0,0.00837577179469376,0.0,73,73,73,73,73,73,73,73,73,73,73
DELETE,/dev/items?id=840d8284-9dd5-4455-a352-270eec27e348,1,0,69.5798700000978,69.5798700000978,69.5798700000978,69.5798700000978,64.0,0.00837577179469376,0.0,70,70,70,70,70,70,70,70,70,70,70
GET,/dev/items?id=840d8284-9dd5-4455-a352-270eec27e348,1,0,85.04302900007588,85.04302900007588,85.04302900007588,85.04302900007588,69.0,0.00837577179469376,0.0,85,85,85,85,85,85,85,85,85,85,85
DELETE,/dev/items?id=844d345a-00ea-4d61-aebc-7e35cb27ea61,1,0,64.68285599999035,64.68285599999035,64.68285599999035,64.68285599999035,64.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
GET,/dev/items?id=844d345a-00ea-4d61-aebc-7e35cb27ea61,1,0,79.12485999997898,79.12485999997898,79.12485999997898,79.12485999997898,69.0,0.00837577179469376,0.0,79,79,79,79,79,79,79,79,79,79,79
DELETE,/dev/items?id=848408a8-86a4-4620-a027-3f70d3ca811d,1,0,172.76246900007663,172.76246900007663,172.76246900007663,172.76246900007663,64.0,0.00837577179469376,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/dev/items?id=848408a8-86a4-4620-a027-3f70d3ca811d,1,0,56.064461000005394,56.064461000005394,56.064461000005394,56.064461000005394,69.0,0.00837577179469376,0.0,56,56,56,56,56,56,56,56,56,56,56
DELETE,/dev/items?id=85341e2a-e530-4ab4-86cc-c9fe0725c0ee,1,0,134.21870299998773,134.21870299998773,134.21870299998773,134.21870299998773,64.0,0.00837577179469376,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/dev/items?id=85341e2a-e530-4ab4-86cc-c9fe0725c0ee,1,0,50.597545000073296,50.597545000073296,50.597545000073296,50.597545000073296,69.0,0.00837577179469376,0.0,51,51,51,51,51,51,51,51,51,51,51
DELETE,/dev/items?id=85757ec6-b65e-4f60-9f5a-c1551c23ffdd,1,0,56.205675000001065,56.205675000001065,56.205675000001065,56.205675000001065,64.0,0.00837577179469376,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/dev/items?id=85757ec6-b65e-4f60-9f5a-c1551c23ffdd,1,0,65.47422599999209,65.47422599999209,65.47422599999209,65.47422599999209,69.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
DELETE,/dev/items?id=858cddd3-1802-4eff-809f-7f59d8edc492,1,0,69.65438899999299,69.65438899999299,69.65438899999299,69.65438899999299,64.0,0.00837577179469376,0.0,70,70,70,70,70,70,70,70,70,70,70
GET,/dev/items?id=858cddd3-1802-4eff-809f-7f59d8edc492,1,0,162.37281700000494,162.37281700000494,162.37281700000494,162.37281700000494,69.0,0.00837577179469376,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/dev/items?id=87700a6d-90ac-413d-aec9-af29e8807d3d,1,0,60.73822399991968,60.73822399991968,60.73822399991968,60.73822399991968,64.0,0.00837577179469376,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/dev/items?id=87700a6d-90ac-413d-aec9-af29e8807d3d,1,0,55.20901900001718,55.20901900001718,55.20901900001718,55.20901900001718,69.0,0.00837577179469376,0.0,55,55,55,55,55,55,55,55,55,55,55
DELETE,/dev/items?id=8792146a-12fb-43c3-8b5b-4aea711c1f95,1,0,80.5552470000066,80.5552470000066,80.5552470000066,80.5552470000066,64.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
GET,/dev/items?id=8792146a-12fb-43c3-8b5b-4aea711c1f95,1,0,59.76615999998103,59.76615999998103,59.76615999998103,59.76615999998103,69.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
DELETE,/dev/items?id=88cc4e17-3d13-4af2-b6f4-ded4f82e2733,1,0,59.816686999965896,59.816686999965896,59.816686999965896,59.816686999965896,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=88cc4e17-3d13-4af2-b6f4-ded4f82e2733,1,0,88.21505299999899,88.21505299999899,88.21505299999899,88.21505299999899,69.0,0.00837577179469376,0.0,88,88,88,88,88,88,88,88,88,88,88
DELETE,/dev/items?id=89b31ccc-ebec-49e6-ba25-2009dabd68f4,1,0,75.25211000006493,75.25211000006493,75.25211000006493,75.25211000006493,64.0,0.00837577179469376,0.0,75,75,75,75,75,75,75,75,75,75,75
GET,/dev/items?id=89b31ccc-ebec-49e6-ba25-2009dabd68f4,1,0,62.41736300000866,62.41736300000866,62.41736300000866,62.41736300000866,69.0,0.00837577179469376,0.0,62,62,62,62,62,62,62,62,62,62,62
DELETE,/dev/items?id=89e2401f-b3f6-42a4-8e8c-be597227954c,1,0,76.64789099999325,76.64789099999325,76.64789099999325,76.64789099999325,64.0,0.00837577179469376,0.0,77,77,77,77,77,77,77,77,77,77,77
GET,/dev/items?id=89e2401f-b3f6-42a4-8e8c-be597227954c,1,0,79.43102100000488,79.43102100000488,79.43102100000488,79.43102100000488,69.0,0.00837577179469376,0.0,79,79,79,79,79,79,79,79,79,79,79
DELETE,/dev/items?id=8a258404-af6e-40b6-988d-702abfec571f,1,0,64.75607899994884,64.75607899994884,64.75607899994884,64.75607899994884,64.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
GET,/dev/items?id=8a258404-af6e-40b6-988d-702abfec571f,1,0,53.540955000016766,53.540955000016766,53.540955000016766,53.540955000016766,69.0,0.00837577179469376,0.0,54,54,54,54,54,54,54,54,54,54,54
DELETE,/dev/items?id=8a6c54a0-4cec-4154-a462-972cd3904a24,1,0,79.78816799993638,79.78816799993638,79.78816799993638,79.78816799993638,64.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
GET,/dev/items?id=8a6c54a0-4cec-4154-a462-972cd3904a24,1,0,167.77718000003006,167.77718000003006,167.77718000003006,167.77718000003006,69.0,0.00837577179469376,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/dev/items?id=8a809abe-aa81-4954-abc9-0bbcbb385506,1,0,53.02293500005817,53.02293500005817,53.02293500005817,53.02293500005817,64.0,0.00837577179469376,0.0,53,53,53,53,53,53,53,53,53,53,53
GET,/dev/items?id=8a809abe-aa81-4954-abc9-0bbcbb385506,1,0,77.36790000001292,77.36790000001292,77.36790000001292,77.36790000001292,69.0,0.00837577179469376,0.0,77,77,77,77,77,77,77,77,77,77,77
DELETE,/dev/items?id=8aa45745-3cb4-477a-9cd2-1decb47c032b,1,0,179.99384900008408,179.99384900008408,179.99384900008408,179.99384900008408,64.0,0.00837577179469376,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/dev/items?id=8aa45745-3cb4-477a-9cd2-1decb47c032b,1,0,80.79772500002491,80.79772500002491,80.79772500002491,80.79772500002491,69.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
DELETE,/dev/items?id=8aa46a3c-97a5-4174-bd8f-41b9f4644af1,1,0,72.55662699992627,72.55662699992627,72.55662699992627,72.55662699992627,64.0,0.00837577179469376,0.0,73,73,73,73,73,73,73,73,73,73,73
GET,/dev/items?id=8aa46a3c-97a5-4174-bd8f-41b9f4644af1,1,0,79.5390740000812,79.5390740000812,79.5390740000812,79.5390740000812,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=8abeca8d-4a4d-4f38-908b-ed7daeeeeda0,1,0,79.94027999995978,79.94027999995978,79.94027999995978,79.94027999995978,64.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
GET,/dev/items?id=8abeca8d-4a4d-4f38-908b-ed7daeeeeda0,1,0,77.83439800004999,77.83439800004999,77.83439800004999,77.83439800004999,69.0,0.00837577179469376,0.0,78,78,78,78,78,78,78,78,78,78,78
DELETE,/dev/items?id=8ad550dd-c6db-400d-8001-b5977e47e7c9,1,0,73.24084499998662,73.24084499998662,73.24084499998662,73.24084499998662,64.0,0.00837577179469376,0.0,73,73,73,73,73,73,73,73,73,73,73
GET,/dev/items?id=8ad550dd-c6db-400d-8001-b5977e47e7c9,1,0,189.6179510000593,189.6179510000593,189.6179510000593,189.6179510000593,69.0,0.00837577179469376,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/dev/items?id=8b032c33-6247-4546-82e2-82953c3dc90e,1,0,60.2549000000181,60.2549000000181,60.2549000000181,60.2549000000181,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=8b032c33-6247-4546-82e2-82953c3dc90e,1,0,54.23820999999407,54.23820999999407,54.23820999999407,54.23820999999407,69.0,0.00837577179469376,0.0,54,54,54,54,54,54,54,54,54,54,54
DELETE,/dev/items?id=8b9f91e6-ebe9-4d04-9f53-7b1ae68e83af,1,0,65.42831999990995,65.42831999990995,65.42831999990995,65.42831999990995,64.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
GET,/dev/items?id=8b9f91e6-ebe9-4d04-9f53-7b1ae68e83af,1,0,62.20601699999406,62.20601699999406,62.20601699999406,62.20601699999406,69.0,0.00837577179469376,0.0,62,62,62,62,62,62,62,62,62,62,62
DELETE,/dev/items?id=8c79e63e-d4fb-4375-94f4-69c55796d980,1,0,78.83870499995282,78.83870499995282,78.83870499995282,78.83870499995282,64.0,0.00837577179469376,0.0,79,79,79,79,79,79,79,79,79,79,79
GET,/dev/items?id=8c79e63e-d4fb-4375-94f4-69c55796d980,1,0,81.78947099997913,81.78947099997913,81.78947099997913,81.78947099997913,69.0,0.00837577179469376,0.0,82,82,82,82,82,82,82,82,82,82,82
DELETE,/dev/items?id=8c91c7e5-0b9e-4ec3-8fe2-4bc098e4e8db,1,0,52.99446000003627,52.99446000003627,52.99446000003627,52.99446000003627,64.0,0.00837577179469376,0.0,53,53,53,53,53,53,53,53,53,53,53
GET,/dev/items?id=8c91c7e5-0b9e-4ec3-8fe2-4bc098e4e8db,1,0,80.62789400003112,80.62789400003112,80.62789400003112,80.62789400003112,69.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
DELETE,/dev/items?id=8ce20a1d-dbd6-45fd-800b-fe7d0fccc9f1,1,0,53.123383000070135,53.123383000070135,53.123383000070135,53.123383000070135,64.0,0.00837577179469376,0.0,53,53,53,53,53,53,53,53,53,53,53
GET,/dev/items?id=8ce20a1d-dbd6-45fd-800b-fe7d0fccc9f1,1,0,178.8879050000105,178.8879050000105,178.8879050000105,178.8879050000105,69.0,0.00837577179469376,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/dev/items?id=8e3b7b94-e3fe-45d6-8b55-538d185706b1,1,0,89.11481400002685,89.11481400002685,89.11481400002685,89.11481400002685,64.0,0.00837577179469376,0.0,89,89,89,89,89,89,89,89,89,89,89
GET,/dev/items?id=8e3b7b94-e3fe-45d6-8b55-538d185706b1,1,0,56.81294800001524,56.81294800001524,56.81294800001524,56.81294800001524,69.0,0.00837577179469376,0.0,57,57,57,57,57,57,57,57,57,57,57
DELETE,/dev/items?id=8ede480e-5200-46ab-8a54-98703103ceaa,1,0,70.05685800004358,70.05685800004358,70.05685800004358,70.05685800004358,64.0,0.00837577179469376,0.0,70,70,70,70,70,70,70,70,70,70,70
GET,/dev/items?id=8ede480e-5200-46ab-8a54-98703103ceaa,1,0,80.88451200001145,80.88451200001145,80.88451200001145,80.88451200001145,69.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
DELETE,/dev/items?id=8f334f34-bdec-4ca1-b132-50253896c615,1,0,63.118588999941494,63.118588999941494,63.118588999941494,63.118588999941494,64.0,0.00837577179469376,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/dev/items?id=8f334f34-bdec-4ca1-b132-50253896c615,1,0,79.4658120000804,79.4658120000804,79.4658120000804,79.4658120000804,69.0,0.00837577179469376,0.0,79,79,79,79,79,79,79,79,79,79,79
DELETE,/dev/items?id=8f39ed14-457a-43de-857a-d798c6f0ca19,1,0,63.225610000017696,63.225610000017696,63.225610000017696,63.225610000017696,64.0,0.00837577179469376,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/dev/items?id=8f39ed14-457a-43de-857a-d798c6f0ca19,1,0,56.172414999991815,56.172414999991815,56.172414999991815,56.172414999991815,69.0,0.00837577179469376,0.0,56,56,56,56,56,56,56,56,56,56,56
DELETE,/dev/items?id=8f81f6a5-69fe-43ac-b50e-98ecc4e72fb2,1,0,81.77850699996725,81.77850699996725,81.77850699996725,81.77850699996725,64.0,0.00837577179469376,0.0,82,82,82,82,82,82,82,82,82,82,82
GET,/dev/items?id=8f81f6a5-69fe-43ac-b50e-98ecc4e72fb2,1,0,61.10181199994713,61.10181199994713,61.10181199994713,61.10181199994713,69.0,0.00837577179469376,0.0,61,61,61,61,61,61,61,61,61,61,61
DELETE,/dev/items?id=9045ba2d-5728-4a4f-8fc6-aa4af474efdd,1,0,60.438528000076985,60.438528000076985,60.438528000076985,60.438528000076985,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=9045ba2d-5728-4a4f-8fc6-aa4af474efdd,1,0,54.43139500005145,54.43139500005145,54.43139500005145,54.43139500005145,69.0,0.00837577179469376,0.0,54,54,54,54,54,54,54,54,54,54,54
DELETE,/dev/items?id=904c06a7-f656-45f5-891d-e5f5eb45cc2f,1,0,89.58731399991393,89.58731399991393,89.58731399991393,89.58731399991393,64.0,0.00837577179469376,0.0,90,90,90,90,90,90,90,90,90,90,90
GET,/dev/items?id=904c06a7-f656-45f5-891d-e5f5eb45cc2f,1,0,59.787088000007316,59.787088000007316,59.787088000007316,59.787088000007316,69.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
DELETE,/dev/items?id=905da295-7365-4d21-a316-775a95ae40fb,1,0,68.2839610000201,68.2839610000201,68.2839610000201,68.2839610000201,64.0,0.00837577179469376,0.0,68,68,68,68,68,68,68,68,68,68,68
GET,/dev/items?id=905da295-7365-4d21-a316-775a95ae40fb,1,0,84.20755999998164,84.20755999998164,84.20755999998164,84.20755999998164,69.0,0.00837577179469376,0.0,84,84,84,84,84,84,84,84,84,84,84
DELETE,/dev/items?id=921a40f9-86f3-43ad-8e30-bccf8696284b,1,0,61.81350999997903,61.81350999997903,61.81350999997903,61.81350999997903,64.0,0.00837577179469376,0.0,62,62,62,62,62,62,62,62,62,62,62
GET,/dev/items?id=921a40f9-86f3-43ad-8e30-bccf8696284b,1,0,69.37645399989378,69.37645399989378,69.37645399989378,69.37645399989378,69.0,0.00837577179469376,0.0,69,69,69,69,69,69,69,69,69,69,69
DELETE,/dev/items?id=924e0110-4d77-4e49-8b31-e2ec5b2f691b,1,0,72.5255060000336,72.5255060000336,72.5255060000336,72.5255060000336,64.0,0.00837577179469376,0.0,73,73,73,73,73,73,73,73,73,73,73
GET,/dev/items?id=924e0110-4d77-4e49-8b31-e2ec5b2f691b,1,0,91.66780800001106,91.66780800001106,91.66780800001106,91.66780800001106,69.0,0.00837577179469376,0.0,92,92,92,92,92,92,92,92,92,92,92
DELETE,/dev/items?id=924e9245-4252-4d42-b772-28600f52bbe0,1,0,51.186905000008665,51.186905000008665,51.186905000008665,51.186905000008665,64.0,0.00837577179469376,0.0,51,51,51,51,51,51,51,51,51,51,51
GET,/dev/items?id=924e9245-4252-4d42-b772-28600f52bbe0,1,0,79.554933000054,79.554933000054,79.554933000054,79.554933000054,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=927e8d42-b767-485c-8ee1-1efb946a3b3a,1,0,417.9797780000172,417.9797780000172,417.9797780000172,417.9797780000172,64.0,0.00837577179469376,0.0,420,420,420,420,420,420,420,420,420,420,420
GET,/dev/items?id=927e8d42-b767-485c-8ee1-1efb946a3b3a,1,0,62.97036999990269,62.97036999990269,62.97036999990269,62.97036999990269,69.0,0.00837577179469376,0.0,63,63,63,63,63,63,63,63,63,63,63
DELETE,/dev/items?id=9362a5e2-95ec-4ebf-90f3-0f06895d255e,1,0,79.1462260000344,79.1462260000344,79.1462260000344,79.1462260000344,64.0,0.00837577179469376,0.0,79,79,79,79,79,79,79,79,79,79,79
GET,/dev/items?id=9362a5e2-95ec-4ebf-90f3-0f06895d255e,1,0,70.14225299997179,70.14225299997179,70.14225299997179,70.14225299997179,69.0,0.00837577179469376,0.0,70,70,70,70,70,70,70,70,70,70,70
DELETE,/dev/items?id=9365afab-8c18-4198-95c9-7f77feae8f3c,1,0,76.08154500007913,76.08154500007913,76.08154500007913,76.08154500007913,64.0,0.00837577179469376,0.0,76,76,76,76,76,76,76,76,76,76,76
GET,/dev/items?id=9365afab-8c18-4198-95c9-7f77feae8f3c,1,0,65.42676599997321,65.42676599997321,65.42676599997321,65.42676599997321,69.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
DELETE,/dev/items?id=936f082b-0a6b-4f8c-92cf-703548187901,1,0,55.69206200004828,55.69206200004828,55.69206200004828,55.69206200004828,64.0,0.00837577179469376,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/dev/items?id=936f082b-0a6b-4f8c-92cf-703548187901,1,0,57.774012000095354,57.774012000095354,57.774012000095354,57.774012000095354,69.0,0.00837577179469376,0.0,58,58,58,58,58,58,58,58,58,58,58
DELETE,/dev/items?id=93bd47aa-f8d1-42dd-9e8c-3ba673925127,1,0,57.74894600006064,57.74894600006064,57.74894600006064,57.74894600006064,64.0,0.00837577179469376,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/dev/items?id=93bd47aa-f8d1-42dd-9e8c-3ba673925127,1,0,161.38387099999818,161.38387099999818,161.38387099999818,161.38387099999818,69.0,0.00837577179469376,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/dev/items?id=93c5022d-97b2-4599-8b37-51072494c92a,1,0,54.600657000037245,54.600657000037245,54.600657000037245,54.600657000037245,64.0,0.00837577179469376,0.0,55,55,55,55,55,55,55,55,55,55,55
GET,/dev/items?id=93c5022d-97b2-4599-8b37-51072494c92a,1,0,65.71123500009435,65.71123500009435,65.71123500009435,65.71123500009435,69.0,0.00837577179469376,0.0,66,66,66,66,66,66,66,66,66,66,66
DELETE,/dev/items?id=947ec944-602d-403d-b675-9c486764e5ec,1,0,60.252506999972866,60.252506999972866,60.252506999972866,60.252506999972866,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=947ec944-602d-403d-b675-9c486764e5ec,1,0,73.93043399997623,73.93043399997623,73.93043399997623,73.93043399997623,69.0,0.00837577179469376,0.0,74,74,74,74,74,74,74,74,74,74,74
DELETE,/dev/items?id=9490abf6-82f2-4338-8665-3214effbc268,1,0,81.15329899999324,81.15329899999324,81.15329899999324,81.15329899999324,64.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
GET,/dev/items?id=9490abf6-82f2-4338-8665-3214effbc268,1,0,63.056686999971134,63.056686999971134,63.056686999971134,63.056686999971134,69.0,0.00837577179469376,0.0,63,63,63,63,63,63,63,63,63,63,63
DELETE,/dev/items?id=949f69fb-6fe4-411f-ba8f-5c70f8450a27,1,0,72.89204799997151,72.89204799997151,72.89204799997151,72.89204799997151,64.0,0.00837577179469376,0.0,73,73,73,73,73,73,73,73,73,73,73
GET,/dev/items?id=949f69fb-6fe4-411f-ba8f-5c70f8450a27,1,0,61.03022400009195,61.03022400009195,61.03022400009195,61.03022400009195,69.0,0.00837577179469376,0.0,61,61,61,61,61,61,61,61,61,61,61
DELETE,/dev/items?id=957dd97e-8d94-41e0-b2ef-e6eae246ab41,1,0,62.91579800006275,62.91579800006275,62.91579800006275,62.91579800006275,64.0,0.00837577179469376,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/dev/items?id=957dd97e-8d94-41e0-b2ef-e6eae246ab41,1,0,87.92142000004333,87.92142000004333,87.92142000004333,87.92142000004333,69.0,0.00837577179469376,0.0,88,88,88,88,88,88,88,88,88,88,88
DELETE,/dev/items?id=95f83638-223e-422c-9a5e-52ddd2a5e631,1,0,59.69221799989555,59.69221799989555,59.69221799989555,59.69221799989555,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=95f83638-223e-422c-9a5e-52ddd2a5e631,1,0,66.56310500000018,66.56310500000018,66.56310500000018,66.56310500000018,69.0,0.00837577179469376,0.0,67,67,67,67,67,67,67,67,67,67,67
DELETE,/dev/items?id=95fb008f-3e44-4b20-b787-05090d3e0f37,1,0,77.62229699994805,77.62229699994805,77.62229699994805,77.62229699994805,64.0,0.00837577179469376,0.0,78,78,78,78,78,78,78,78,78,78,78
GET,/dev/items?id=95fb008f-3e44-4b20-b787-05090d3e0f37,1,0,202.05568599999424,202.05568599999424,202.05568599999424,202.05568599999424,69.0,0.00837577179469376,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/dev/items?id=96329949-aef1-4b1a-b7fd-53f84057347c,1,0,90.27685299997756,90.27685299997756,90.27685299997756,90.27685299997756,64.0,0.00837577179469376,0.0,90,90,90,90,90,90,90,90,90,90,90
GET,/dev/items?id=96329949-aef1-4b1a-b7fd-53f84057347c,1,0,84.25541700000849,84.25541700000849,84.25541700000849,84.25541700000849,69.0,0.00837577179469376,0.0,84,84,84,84,84,84,84,84,84,84,84
DELETE,/dev/items?id=96de545b-41a0-47b3-a9e3-249a97cf6ccf,1,0,73.53629499993986,73.53629499993986,73.53629499993986,73.53629499993986,64.0,0.00837577179469376,0.0,74,74,74,74,74,74,74,74,74,74,74
GET,/dev/items?id=96de545b-41a0-47b3-a9e3-249a97cf6ccf,1,0,75.6254700000909,75.6254700000909,75.6254700000909,75.6254700000909,69.0,0.00837577179469376,0.0,76,76,76,76,76,76,76,76,76,76,76
DELETE,/dev/items?id=96e2cffe-2ff3-4b3c-9f7a-2a0770133dd4,1,0,54.719442000077834,54.719442000077834,54.719442000077834,54.719442000077834,64.0,0.00837577179469376,0.0,55,55,55,55,55,55,55,55,55,55,55
GET,/dev/items?id=96e2cffe-2ff3-4b3c-9f7a-2a0770133dd4,1,0,47.76673399999254,47.76673399999254,47.76673399999254,47.76673399999254,69.0,0.00837577179469376,0.0,48,48,48,48,48,48,48,48,48,48,48
DELETE,/dev/items?id=96e40737-86eb-456e-b549-5d37367a1e4d,1,0,50.941267999974116,50.941267999974116,50.941267999974116,50.941267999974116,64.0,0.00837577179469376,0.0,51,51,51,51,51,51,51,51,51,51,51
GET,/dev/items?id=96e40737-86eb-456e-b549-5d37367a1e4d,1,0,70.80318900000293,70.80318900000293,70.80318900000293,70.80318900000293,69.0,0.00837577179469376,0.0,71,71,71,71,71,71,71,71,71,71,71
DELETE,/dev/items?id=97f0276b-6823-4a12-946f-caec762c5b48,1,0,84.53133000000435,84.53133000000435,84.53133000000435,84.53133000000435,64.0,0.00837577179469376,0.0,85,85,85,85,85,85,85,85,85,85,85
GET,/dev/items?id=97f0276b-6823-4a12-946f-caec762c5b48,1,0,81.91864599996279,81.91864599996279,81.91864599996279,81.91864599996279,69.0,0.00837577179469376,0.0,82,82,82,82,82,82,82,82,82,82,82
DELETE,/dev/items?id=9826ebd8-544c-43ed-9f9d-4c3b0f096a91,1,0,51.84100099995703,51.84100099995703,51.84100099995703,51.84100099995703,64.0,0.00837577179469376,0.0,52,52,52,52,52,52,52,52,52,52,52
GET,/dev/items?id=9826ebd8-544c-43ed-9f9d-4c3b0f096a91,1,0,60.264889999984916,60.264889999984916,60.264889999984916,60.264889999984916,69.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
DELETE,/dev/items?id=984d43bf-047c-466c-a9bc-0d66a1e83662,1,0,200.44227500000034,200.44227500000034,200.44227500000034,200.44227500000034,64.0,0.00837577179469376,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/dev/items?id=984d43bf-047c-466c-a9bc-0d66a1e83662,1,0,79.6234199999617,79.6234199999617,79.6234199999617,79.6234199999617,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=984ddb9a-5088-49a3-8751-eece0439ee12,1,0,192.64081699998314,192.64081699998314,192.64081699998314,192.64081699998314,64.0,0.00837577179469376,0.0,190,190,190,190,190,190,190,190,190,190,190
