timestamp,ColdStartCount
2025-09-12 14:07:35,1.0
2025-09-12 14:11:30,1.0
2025-09-12 14:24:35,1.0
2025-09-15 10:54:20,1.0
2025-09-15 14:42:28,1.0
2025-09-23 10:31:00+00:00,1.0
2025-12-11 09:45:00+00:00,1.0
